Advertising & Marketing (HSIC*),00100,00205,00550,00623,00745,00752,00863,01260,01360,01661,01993,08112,08121,08130,08202,08238,08243
Aerospace & Defence (HSIC*),02357
Agricultural Products (HSIC*),00073,00149,00411,00606,00677,00682,00875,00904,00969,01006,03838,03889,06183,08269
Air Freight & Logistics (HSIC*),00500,00544,00636,01292,01803,03399,06123,08012,08292,08310,08348
Airlines (HSIC*),00044,00293,00357,00670,00694,00753,01055,01848,02588
Alcohols (HSIC*),00039,00168,00236,00291,00389,00472,00559,00828,00886,01219,01389,08017,08057
Alternative & Renewable Energy (HSIC*),00090,00154,00182,00257,00527,00579,00611,00735,00816,00916,00956,00958,00987,01069,01215,01330,01381,01798,01799,01811,03989,08261
Aluminium (HSIC*),00098,00486,01021,01220,01333,01378,02078,02600
Animal Feeds (HSIC*),00043,00141,03999
Apparel (HSIC*),00036,00122,00128,00130,00238,00294,00311,00330,00333,00375,00393,00458,00483,00494,00518,00533,00540,00589,00592,00608,00616,00627,00643,00647,00709,00787,00844,00891,00918,00928,00990,00999,01146,01152,01234,01247,01353,01367,01368,01388,01520,01532,01682,01698,01968,01982,02030,02199,02200,02298,02313,02331,02368,02399,02668,03322,03344,03398,03709,03818,03998,06116,06288,08041,08093,08127,08195,08312
Auto Parts (HSIC*),00179,00305,00319,00360,00425,00872,00909,01057,01148,01241,01269,01316,02339,02488,03606,03663,06830,08135,08273,08328
Automobiles (HSIC*),00175,00422,00489,00693,00720,00881,00970,01114,01139,01211,01268,01293,01365,01585,01728,01771,01828,01958,02238,02333,03669,03836,08126
Banks (HSIC*),00005,00011,00023,00416,00440,00626,00939,00998,01111,01288,01398,01578,01963,01988,02016,02066,02356,02388,02888,03328,03618,03698,03866,03968,03988,06138,06196,06818
Biotechnology (HSIC*),01035,01349,01548,03839,06826,08247
Broadcasting (HSIC*),00082,00511,00888,01097,01137,02008,08046,08280,08356
Building Construction (HSIC*),00015,00025,00262,00331,00385,00404,00406,00498,00577,00747,00750,00830,00896,00983,01253,01271,01315,01420,01447,01459,01462,01486,01499,01500,01556,01568,01683,02340,02355,02789,03708,06128,08021,08122,08125,08141,08248,08262,08268,08318,08360,08369
Casinos & Gaming (HSIC*),00027,00070,00200,00296,00326,00555,00880,00959,01128,01180,01245,01371,01680,01928,02282,03918,06889,08071,08156,08198,08279
Coal (HSIC*),00065,00223,00254,00276,00307,00578,00639,00645,00663,00704,00761,00835,00866,00975,00988,01088,01131,01142,01171,01228,01229,01277,01393,01573,01733,01738,01878,01898,03948,08203
Commercial Vehicles & Trucks (HSIC*),00317,00620,00651,00716,01039,01101,01122,01766,01899,02039,02338,03808,03898
Computers & Peripherals (HSIC*),00259,00334,00465,00479,00618,00630,00710,00732,00856,00903,00992,01050,01079,01263,01282,01523,02018,02028,02086,02308,02728,03315,03336,03638,08016,08050,08051,08159,08171,08205,08236
Conglomerates (HSIC*),00001,00019,00054,00087,00126,00242,00267,00363,00656,00659,00674,00882,01049,01323,03396,08120
Construction Materials (HSIC*),00102,00153,00366,00380,00691,00695,00701,00743,00914,01136,01252,01281,01312,01313,01495,02009,02128,02233,03323,08230
Consumer Electronics (HSIC*),00040,00058,00136,00167,00176,00186,00320,00328,00370,00482,00485,00601,00751,00833,00912,00927,01070,01123,01143,01249,01478,01822,02239,02358,03882
Copper (HSIC*),00358,00476,00505,00661,00847,00976,00985,01258,01636,03668,03939,08007
Cosmetics & Personal Care (HSIC*),00157,00178,00399,00653,00919,00973,01044,01161,01173,01178,01259,01338,01830,03331,03332,03828,06893,08166,08176,08200,08281
Dairy Products (HSIC*),00462,01117,01431,01432,01492,01533,01717,02319,06863
Department Stores (HSIC*),00097,00162,00244,00289,00312,00602,00825,00848,01212,01700,01833,02136,02213,03308,03368
E-Commerce & Internet Services (HSIC*),00327,00395,00400,00536,00543,00673,00700,00706,01026,01094,02280,03335,03773,08026,08076,08083,08086,08206,08255,08325,08359,08361
